normalized_source_url,source_url,first_manifest
https://flickr.com/photos/10559879@N00/4248821701,https://www.flickr.com/photos/10559879@N00/4248821701,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/10559879@N00/4631992198,https://www.flickr.com/photos/10559879@N00/4631992198,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/10559879@N00/4702577609,https://www.flickr.com/photos/10559879@N00/4702577609,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/105673978@N08/22610950701,https://www.flickr.com/photos/105673978@N08/22610950701,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/10670915@N05/4291291239,https://www.flickr.com/photos/10670915@N05/4291291239,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/106788179@N03/49253896593,https://www.flickr.com/photos/106788179@N03/49253896593,data/desktop_scenes_batch3/manifest.csv
https://flickr.com/photos/10710442@N08/3966284346,https://www.flickr.com/photos/10710442@N08/3966284346,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/109731265@N05/17193606939,https://www.flickr.com/photos/109731265@N05/17193606939,data/desktop_scenes/manifest.csv
https://flickr.com/photos/11032799@N06/1022229238,https://www.flickr.com/photos/11032799@N06/1022229238,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/110486723@N02/11190960456,https://www.flickr.com/photos/110486723@N02/11190960456,data/desktop_scenes_batch5/manifest.csv
https://flickr.com/photos/110500004@N07/20102626859,https://www.flickr.com/photos/110500004@N07/20102626859,data/desktop_scenes_batch3/manifest.csv
https://flickr.com/photos/11091003@N02/4362473233,https://www.flickr.com/photos/11091003@N02/4362473233,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/11121568@N06/2581218229,https://www.flickr.com/photos/11121568@N06/2581218229,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/11121785@N00/121601422,https://www.flickr.com/photos/11121785@N00/121601422,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/11121785@N00/127226260,https://www.flickr.com/photos/11121785@N00/127226260,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/11121785@N00/133891501,https://www.flickr.com/photos/11121785@N00/133891501,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/11211909@N00/7292211132,https://www.flickr.com/photos/11211909@N00/7292211132,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/113026679@N03/32445827472,https://www.flickr.com/photos/113026679@N03/32445827472,data/desktop_scenes_batch3/manifest.csv
https://flickr.com/photos/11399912@N00/306498869,https://www.flickr.com/photos/11399912@N00/306498869,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/11433049@N02/22315969466,https://www.flickr.com/photos/11433049@N02/22315969466,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/11537264@N00/52240584,https://www.flickr.com/photos/11537264@N00/52240584,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/118508034@N04/12726158724,https://www.flickr.com/photos/118508034@N04/12726158724,data/desktop_scenes_batch5/manifest.csv
https://flickr.com/photos/11946169@N00/16197041882,https://www.flickr.com/photos/11946169@N00/16197041882,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/11946169@N00/26448368991,https://www.flickr.com/photos/11946169@N00/26448368991,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/119903731@N02/13369028814,https://www.flickr.com/photos/119903731@N02/13369028814,data/desktop_scenes_batch5/manifest.csv
https://flickr.com/photos/120262924@N05/13134024614,https://www.flickr.com/photos/120262924@N05/13134024614,data/desktop_scenes_batch4/manifest.csv
https://flickr.com/photos/12357841@N02/27274453873,https://www.flickr.com/photos/12357841@N02/27274453873,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/123982963@N04/26744928945,https://www.flickr.com/photos/123982963@N04/26744928945,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/124594841@N03/14446402422,https://www.flickr.com/photos/124594841@N03/14446402422,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/12477719@N00/1402908778,https://www.flickr.com/photos/12477719@N00/1402908778,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/12492388@N06/5172474634,https://www.flickr.com/photos/12492388@N06/5172474634,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/12502065@N00/341291054,https://www.flickr.com/photos/12502065@N00/341291054,data/desktop_scenes/manifest.csv
https://flickr.com/photos/125167502@N02/46206050671,https://www.flickr.com/photos/125167502@N02/46206050671,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/12547641@N00/8330442853,https://www.flickr.com/photos/12547641@N00/8330442853,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/12560758@N07/11219572696,https://www.flickr.com/photos/12560758@N07/11219572696,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/12560758@N07/11219580164,https://www.flickr.com/photos/12560758@N07/11219580164,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/12560758@N07/11219609266,https://www.flickr.com/photos/12560758@N07/11219609266,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/12560758@N07/11219709153,https://www.flickr.com/photos/12560758@N07/11219709153,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/126278138@N03/17301073405,https://www.flickr.com/photos/126278138@N03/17301073405,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/126337928@N05/14963463177,https://www.flickr.com/photos/126337928@N05/14963463177,data/desktop_scenes_batch3/manifest.csv
https://flickr.com/photos/126639523@N03/21546867400,https://www.flickr.com/photos/126639523@N03/21546867400,data/desktop_scenes_batch5/manifest.csv
https://flickr.com/photos/127294011@N07/15075073282,https://www.flickr.com/photos/127294011@N07/15075073282,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/127294011@N07/16741381309,https://www.flickr.com/photos/127294011@N07/16741381309,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/127294011@N07/16967294216,https://www.flickr.com/photos/127294011@N07/16967294216,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/127294011@N07/18495661858,https://www.flickr.com/photos/127294011@N07/18495661858,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/127294011@N07/18501227740,https://www.flickr.com/photos/127294011@N07/18501227740,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/127365614@N08/15328935183,https://www.flickr.com/photos/127365614@N08/15328935183,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/127365614@N08/15328936533,https://www.flickr.com/photos/127365614@N08/15328936533,data/desktop_scenes_batch2/manifest.csv
https://flickr.com/photos/127365614@N08/15761149788,https://www.flickr.com/photos/127365614@N08/15761149788,data/desktop_scenes_batch2/manifest.csv
